"Item","Name","Namespace","Category","Current","Suggested","KnownCost","CostSource","Steps","IngredientCount","RecipeCount","Processes","Candidate","Flags"
"another_furniture:magenta_stool","Magenta Stool","another_furniture","blocked","0",,"26","recipe","2","3","2","recipe","False",""
"another_furniture:magenta_tall_stool","Magenta Tall Stool","another_furniture","blocked","0",,"29","recipe","2","3","2","recipe","False",""
"another_furniture:mangrove_bench","Mangrove Bench","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:mangrove_chair","Mangrove Chair","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:mangrove_drawer","Mangrove Drawer","another_furniture","blocked","0",,,"","0","3","1","recipe","False",""
"another_furniture:mangrove_flower_box","Mangrove Flower Box","another_furniture","blocked","0",,,"","0","3","1","recipe","False",""
"another_furniture:mangrove_grandfather_clock","mangrove_grandfather_clock","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:mangrove_shelf","Mangrove Shelf","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:mangrove_shutter","Mangrove Shutter","another_furniture","blocked","0",,,"","0","1","1","recipe","False",""
"another_furniture:mangrove_table","Mangrove Table","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:oak_bench","Oak Bench","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:oak_chair","Oak Chair","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:oak_drawer","Oak Drawer","another_furniture","blocked","0",,,"","0","3","1","recipe","False",""
"another_furniture:oak_flower_box","Oak Flower Box","another_furniture","blocked","0",,,"","0","3","1","recipe","False",""
"another_furniture:oak_grandfather_clock","oak_grandfather_clock","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:oak_lattice","Oak Lattice","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:oak_shelf","Oak Shelf","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:oak_shutter","Oak Shutter","another_furniture","blocked","0",,,"","0","1","1","recipe","False",""
"another_furniture:oak_table","Oak Table","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:orange_awning","Orange Awning","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:orange_curtain","Orange Curtain","another_furniture","blocked","0",,"34","recipe","2","2","2","recipe","False",""
"another_furniture:orange_lamp","Orange Lamp","another_furniture","blocked","0",,,"","0","3","2","recipe","False",""
"another_furniture:orange_sofa","Orange Sofa","another_furniture","blocked","0",,"42","recipe","2","3","2","recipe","False",""
"another_furniture:orange_stool","Orange Stool","another_furniture","blocked","0",,"26","recipe","2","3","2","recipe","False",""
"another_furniture:orange_tall_stool","Orange Tall Stool","another_furniture","blocked","0",,"29","recipe","2","3","2","recipe","False",""
"another_furniture:pink_awning","Pink Awning","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:pink_curtain","Pink Curtain","another_furniture","blocked","0",,"34","recipe","2","2","2","recipe","False",""
"another_furniture:pink_lamp","Pink Lamp","another_furniture","blocked","0",,,"","0","3","2","recipe","False",""
"another_furniture:pink_sofa","Pink Sofa","another_furniture","blocked","0",,"42","recipe","2","3","2","recipe","False",""
"another_furniture:pink_stool","Pink Stool","another_furniture","blocked","0",,"26","recipe","2","3","2","recipe","False",""
"another_furniture:pink_tall_stool","Pink Tall Stool","another_furniture","blocked","0",,"29","recipe","2","3","2","recipe","False",""
"another_furniture:purple_awning","Purple Awning","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:purple_curtain","Purple Curtain","another_furniture","blocked","0",,"34","recipe","2","2","2","recipe","False",""
"another_furniture:purple_lamp","Purple Lamp","another_furniture","blocked","0",,,"","0","3","2","recipe","False",""
"another_furniture:purple_sofa","Purple Sofa","another_furniture","blocked","0",,"42","recipe","2","3","2","recipe","False",""
"another_furniture:purple_stool","Purple Stool","another_furniture","blocked","0",,"26","recipe","2","3","2","recipe","False",""
"another_furniture:purple_tall_stool","Purple Tall Stool","another_furniture","blocked","0",,"29","recipe","2","3","2","recipe","False",""
"another_furniture:red_awning","Red Awning","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:red_curtain","Red Curtain","another_furniture","blocked","0",,"34","recipe","2","2","2","recipe","False",""
"another_furniture:red_lamp","Red Lamp","another_furniture","blocked","0",,,"","0","3","2","recipe","False",""
"another_furniture:red_sofa","Red Sofa","another_furniture","blocked","0",,"42","recipe","2","3","2","recipe","False",""
"another_furniture:red_stool","Red Stool","another_furniture","blocked","0",,"26","recipe","2","3","2","recipe","False",""
"another_furniture:red_tall_stool","Red Tall Stool","another_furniture","blocked","0",,"29","recipe","2","3","2","recipe","False",""
"another_furniture:service_bell","Service Bell","another_furniture","blocked","0",,"12","recipe","4","2","1","recipe","False",""
"another_furniture:spruce_bench","Spruce Bench","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:spruce_chair","Spruce Chair","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:spruce_drawer","Spruce Drawer","another_furniture","blocked","0",,,"","0","3","1","recipe","False",""
"another_furniture:spruce_flower_box","Spruce Flower Box","another_furniture","blocked","0",,,"","0","3","1","recipe","False",""
"another_furniture:spruce_grandfather_clock","spruce_grandfather_clock","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:spruce_lattice","Spruce Lattice","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:spruce_shelf","Spruce Shelf","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:spruce_shutter","Spruce Shutter","another_furniture","blocked","0",,,"","0","1","1","recipe","False",""
"another_furniture:spruce_table","Spruce Table","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:warped_bench","Warped Bench","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:warped_chair","Warped Chair","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:warped_drawer","Warped Drawer","another_furniture","blocked","0",,,"","0","3","1","recipe","False",""
"another_furniture:warped_flower_box","Warped Flower Box","another_furniture","blocked","0",,,"","0","3","1","recipe","False",""
"another_furniture:warped_grandfather_clock","warped_grandfather_clock","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:warped_lattice","Warped Lattice","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:warped_planter_box","warped_planter_box","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:warped_shelf","Warped Shelf","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:warped_shutter","Warped Shutter","another_furniture","blocked","0",,,"","0","1","1","recipe","False",""
"another_furniture:warped_table","Warped Table","another_furniture","blocked","0",,,"","0","2","1","recipe","False",""
"another_furniture:white_awning","White Awning","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:white_curtain","White Curtain","another_furniture","blocked","0",,"34","recipe","2","2","1","recipe","False",""
"another_furniture:white_lamp","White Lamp","another_furniture","blocked","0",,,"","0","3","1","recipe","False",""
"another_furniture:white_sofa","White Sofa","another_furniture","blocked","0",,"42","recipe","2","3","1","recipe","False",""
"another_furniture:white_stool","White Stool","another_furniture","blocked","0",,"26","recipe","2","3","1","recipe","False",""
"another_furniture:white_tall_stool","White Tall Stool","another_furniture","blocked","0",,"29","recipe","2","3","1","recipe","False",""
"another_furniture:yellow_awning","Yellow Awning","another_furniture","blocked","0",,,"","0","0","0","","False",""
"another_furniture:yellow_curtain","Yellow Curtain","another_furniture","blocked","0",,"34","recipe","2","2","2","recipe","False",""
"another_furniture:yellow_lamp","Yellow Lamp","another_furniture","blocked","0",,,"","0","3","2","recipe","False",""
"another_furniture:yellow_sofa","Yellow Sofa","another_furniture","blocked","0",,"42","recipe","2","3","2","recipe","False",""
"another_furniture:yellow_stool","Yellow Stool","another_furniture","blocked","0",,"26","recipe","2","3","2","recipe","False",""
"another_furniture:yellow_tall_stool","Yellow Tall Stool","another_furniture","blocked","0",,"29","recipe","2","3","2","recipe","False",""
"archers_expansion:bounty_hunter_chest","Bounty Hunter Tunic","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:bounty_hunter_feet","Bounty Hunter Boots","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:bounty_hunter_head","Bounty Hunter Hood","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:bounty_hunter_legs","Bounty Hunter Leggings","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:deadeye_chest","Deadeye Tunic","archers_expansion","manual","0",,,"","0","4","1","recipe","False",""
"archers_expansion:deadeye_feet","Deadeye Boots","archers_expansion","manual","0",,,"","0","3","1","recipe","False",""
"archers_expansion:deadeye_head","Deadeye Hood","archers_expansion","manual","0",,,"","0","3","1","recipe","False",""
"archers_expansion:deadeye_legs","Deadeye Leggings","archers_expansion","manual","0",,,"","0","3","1","recipe","False",""
"archers_expansion:netherite_deadeye_chest","Netherite Deadeye Tunic","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:netherite_deadeye_feet","Netherite Deadeye Boots","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:netherite_deadeye_head","Netherite Deadeye Hood","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:netherite_deadeye_legs","Netherite Deadeye Leggings","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:netherite_tundra_hunter_chest","Netherite Tundra Tunic","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:netherite_tundra_hunter_feet","Netherite Tundra Boots","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:netherite_tundra_hunter_head","Netherite Tundra Hood","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:netherite_tundra_hunter_legs","Netherite Tundra Leggings","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:netherite_war_archer_chest","Netherite Bowman Chest","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:netherite_war_archer_feet","Netherite Bowman Boots","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:netherite_war_archer_head","Netherite Bowman Helmet","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:netherite_war_archer_legs","Netherite Bowman Leggings","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:polar_stalker_chest","Polar Stalker Tunic","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:polar_stalker_feet","Polar Stalker Boots","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:polar_stalker_head","Polar Stalker Hood","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:polar_stalker_legs","Polar Stalker Leggings","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:sentinel_archer_chest","Sentinel Archer Chest","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:sentinel_archer_feet","Sentinel Archer Boots","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:sentinel_archer_head","Sentinel Archer Helmet","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:sentinel_archer_legs","Sentinel Archer Leggings","archers_expansion","manual","0",,,"","0","0","0","","False",""
"archers_expansion:spell_book/deadeye","Deadeye's List","archers_expansion","blocked","0",,,"","0","0","0","","False",""
"archers_expansion:spell_book/tundra_hunter","Tundric Hunting","archers_expansion","blocked","0",,,"","0","0","0","","False",""
"archers_expansion:spell_book/war_archer","War Archery Instructions","archers_expansion","blocked","0",,,"","0","0","0","","False",""
"archers_expansion:spell_scroll/deadeye","Deadeye Scroll","archers_expansion","blocked","0",,,"","0","0","0","","False",""
"archers_expansion:spell_scroll/tundra_hunter","Tundra Hunter Scroll","archers_expansion","blocked","0",,,"","0","0","0","","False",""
"archers_expansion:spell_scroll/war_archer","War Archer Scroll","archers_expansion","blocked","0",,,"","0","0","0","","False",""
"archers_expansion:tundra_hunter_chest","Tundra Tunic","archers_expansion","manual","0",,,"","0","3","1","recipe","False",""
"archers_expansion:tundra_hunter_feet","Tundra Boots","archers_expansion","manual","0",,,"","0","2","1","recipe","False",""
"archers_expansion:tundra_hunter_head","Tundra Hood","archers_expansion","manual","0",,,"","0","2","1","recipe","False",""
"archers_expansion:tundra_hunter_legs","Tundra Leggings","archers_expansion","manual","0",,,"","0","2","1","recipe","False",""
"archers_expansion:war_archer_chest","Bowman Chest","archers_expansion","manual","0",,,"","0","3","1","recipe","False",""
"archers_expansion:war_archer_feet","Bowman Boots","archers_expansion","manual","0",,,"","0","3","1","recipe","False",""
"archers_expansion:war_archer_head","Bowman Helmet","archers_expansion","manual","0",,"128","recipe","3","3","1","recipe","False",""
"archers_expansion:war_archer_legs","Bowman Leggings","archers_expansion","manual","0",,,"","0","3","1","recipe","False",""
"archers:aeternium_spear","Aeternium Spear","archers","manual","0",,,"","0","2","1","recipe","False",""
"archers:aether_heavy_crossbow","Valkyrie Ballista","archers","blocked","0",,,"","0","0","0","","False",""
"archers:aether_longbow","Silver Bow of the Acropolis","archers","blocked","0",,,"","0","0","0","","False",""
